student,currProb,course,session,priorTutorAction,reward,CurrPro_avgProbTimeWE,Level,cumul_NonPSelements,CurrPro_avgProbTime,cumul_DirectProofActionCount,cumul_F1Score,CurrPro_NumProbRule,ruleScoreMP
000b-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0.0,0,3,1,1,0,0,1,0
000b-F14,3.-1.4.0,226-001-BARNES-F14,2,PS,2.7149321267,0,3,1,1,0,3,1,0
000b-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0,2,4,1,1,0,2,1,0
000b-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,4,1,2,0,2,2,1
000b-F14,4.1.3.0,226-001-BARNES-F14,2,PS,62.5686813187,0,4,1,3,0,3,2,1
000b-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,5,1,1,2,0,2,0
000b-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,5,3,1,2,0,2,1
000b-F14,5.1.3.0,226-001-BARNES-F14,2,PS,40.2811004785,0,5,3,0,2,0,2,0
000b-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,6,1,1,0,1,2,0
000b-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,6,1,1,0,1,2,1
000b-F14,6.1.3.0,226-001-BARNES-F14,2,PS,10.2446004561,0,6,1,0,0,0,0,1
000c-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,2,1,1,0,0,0,1,1
000c-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,1,1,1,1,0,0,1,1
000c-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,1,1,3,0,0,0,1,0
000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0.0,0,1,3,2,0,1,1,1
000c-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,1,1,0,0,0,0,1,0
000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.7894736842,0,1,0,2,2,3,1,3
000c-F14,2.1.1.0,226-001-BARNES-F14,3,WE,0.0,2,2,1,2,0,0,1,1
000c-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0.0,2,2,3,2,0,0,1,1
000c-F14,2.1.3.0,226-001-BARNES-F14,3,PS,-31.0415745245,0,2,3,2,0,3,1,3
000c-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0.0,1,3,1,0,0,0,1,1
000c-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0.0,2,3,3,2,0,0,2,1
000c-F14,3.1.3.0,226-001-BARNES-F14,3,PS,-17.3207146936,0,3,3,2,0,3,2,3
000c-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0.0,2,4,1,1,0,0,1,1
000c-F14,4.1.2.0,226-001-BARNES-F14,3,PS,0.0,2,4,3,2,0,3,2,2
000c-F14,4.1.3.0,226-001-BARNES-F14,4,PS,107.572815534,0,4,3,3,0,2,2,2
000c-F14,5.1.1.0,226-001-BARNES-F14,4,WE,0.0,1,5,1,1,0,0,2,1
000c-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0.0,1,5,3,1,0,0,2,1
000c-F14,5.1.3.0,226-001-BARNES-F14,4,PS,-133.205741627,0,5,3,0,2,3,2,2
000c-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,6,1,1,0,3,2,2
000c-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0.0,0,6,1,1,0,0,2,1
000c-F14,6.1.3.0,226-001-BARNES-F14,5,PS,133.205741627,0,6,1,0,0,0,0,2
0010-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,2,1,0,0,0,1,1,0
0010-F14,1.0.2.0,226-001-BARNES-F14,4,WE,0.0,1,1,0,1,0,1,1,1
0010-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0.0,1,1,0,0,0,1,1,1
0010-F14,1.0.4.0,226-001-BARNES-F14,4,PS,-65.1315789474,0,1,2,2,2,1,1,0
0010-F14,2.1.1.0,226-001-BARNES-F14,8,PS,0.0,2,2,3,2,0,0,1,1
0010-F14,2.1.2.0,226-001-BARNES-F14,8,WE,0.0,2,2,3,2,0,0,1,1
0010-F14,2.1.3.0,226-001-BARNES-F14,8,PS,132.862671384,0,2,3,2,0,3,1,1
0010-F14,3.1.1.0,226-001-BARNES-F14,8,PS,0.0,1,3,1,0,0,0,1,3
0010-F14,3.1.2.0,226-001-BARNES-F14,8,WE,0.0,2,3,1,2,0,0,2,1
0010-F14,3.1.3.0,226-001-BARNES-F14,8,PS,-95.6922574855,0,3,1,2,2,3,2,2
0010-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0.0,2,4,1,1,0,3,1,3
0010-F14,4.1.2.0,226-001-BARNES-F14,10,WE,0.0,2,4,1,2,0,3,2,1
0010-F14,4.1.3.0,226-001-BARNES-F14,10,PS,34.9254507628,0,4,1,3,2,0,2,2
0010-F14,5.1.1.0,226-001-BARNES-F14,10,WE,0.0,1,5,1,1,0,0,2,1
0010-F14,5.1.2.0,226-001-BARNES-F14,10,WE,0.0,1,5,3,1,0,0,2,1
0010-F14,5.1.3.0,226-001-BARNES-F14,10,PS,-66.9642857143,0,5,0,0,3,1,2,0
0010-F14,6.1.1.0,226-001-BARNES-F14,10,PS,0.0,1,6,1,1,0,3,2,0
0010-F14,6.1.2.0,226-001-BARNES-F14,10,WE,0.0,0,6,1,1,0,0,2,1
0010-F14,6.1.3.0,226-001-BARNES-F14,10,PS,70.0934579439,0,6,1,0,0,3,0,0
0012-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,2,1,1,0,0,3,1,0
0012-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,1,1,1,1,0,0,1,1
0012-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,1,1,1,0,0,0,1,1
0012-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-17.7631578947,0,1,0,2,2,3,1,3
0012-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0.0,2,2,1,2,0,1,1,0
0012-F14,2.1.2.0,226-001-BARNES-F14,6,WE,0.0,2,2,1,2,0,1,1,1
0012-F14,2.1.3.0,226-001-BARNES-F14,6,PS,0.0,0,2,1,2,0,0,1,0
0012-F14,2.1.1.0,226-001-BARNES-F14,6,PS,0.0,2,2,1,2,0,1,1,0
0012-F14,2.-1.4.0,226-001-BARNES-F14,6,PS,0.0,0,2,1,1,2,0,1,0
0012-F14,2.-1.1.0,226-001-BARNES-F14,6,PS,0.0,1,2,1,1,2,0,1,0
0012-F14,2.-1.1.1,226-001-BARNES-F14,6,PS,15.8276740238,0,2,1,1,2,0,1,0
0012-F14,3.1.1.0,226-001-BARNES-F14,6,WE,0.0,1,3,1,0,0,0,1,1
0012-F14,3.1.2.0,226-001-BARNES-F14,6,PS,0.0,2,3,1,2,0,1,2,0
0012-F14,3.1.3.0,226-001-BARNES-F14,6,PS,0.0,0,3,1,2,0,1,2,0
0012-F14,3.-1.2.0,226-001-BARNES-F14,6,PS,0.0,0,3,1,2,0,0,1,1
0012-F14,3.-1.2.1,226-001-BARNES-F14,6,PS,0.0,0,3,1,1,0,0,1,1
0012-F14,3.-1.3.1,226-001-BARNES-F14,7,PS,0.0,0,3,1,1,0,0,1,1
0012-F14,3.-1.4.0,226-001-BARNES-F14,7,PS,0.0,0,3,3,1,0,1,1,1
0012-F14,3.-1.4.1,226-001-BARNES-F14,7,PS,0.0,0,3,3,1,0,1,1,1
0012-F14,3.-1.2.0,226-001-BARNES-F14,7,PS,0.0,0,3,3,2,0,1,1,1
0012-F14,3.-1.2.1,226-001-BARNES-F14,7,PS,0.0,0,3,3,1,2,0,1,3
0012-F14,3.-1.3.0,226-001-BARNES-F14,9,PS,0.0,0,3,3,1,2,0,1,3
0012-F14,3.-1.3.1,226-001-BARNES-F14,9,PS,0.0,0,3,3,1,2,0,1,2
0012-F14,3.-1.4.0,226-001-BARNES-F14,9,PS,-8.61396667848,0,3,3,1,2,0,1,2
0012-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0.0,2,4,1,1,0,2,1,2
0012-F14,4.1.2.0,226-001-BARNES-F14,9,WE,0.0,2,4,1,2,0,3,2,1
0012-F14,4.1.3.0,226-001-BARNES-F14,9,PS,0.0,0,4,1,3,0,3,2,2
0012-F14,4.-1.3.0,226-001-BARNES-F14,9,PS,0.0,0,4,1,1,0,3,1,2
0012-F14,4.-1.3.1,226-001-BARNES-F14,10,PS,0.0,0,4,1,1,0,3,1,2
0012-F14,4.-1.4.0,226-001-BARNES-F14,10,PS,-20.8791208791,0,4,1,1,2,3,1,2
0012-F14,5.1.1.0,226-001-BARNES-F14,11,WE,0.0,1,5,1,1,0,0,2,1
0012-F14,5.1.2.0,226-001-BARNES-F14,11,PS,0.0,1,5,1,1,0,3,2,2
0012-F14,5.1.3.0,226-001-BARNES-F14,11,PS,0.0,0,5,1,0,0,3,2,2
0012-F14,5.-1.3.0,226-001-BARNES-F14,11,PS,0.0,0,5,1,1,0,3,1,2
0012-F14,5.-1.4.0,226-001-BARNES-F14,11,PS,0.0,0,5,1,1,0,3,0,2
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,0,5,1,2,0,3,0,1
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,0,5,1,2,0,3,0,2
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,0,5,3,2,2,3,0,2
0012-F14,5.-1.4.0,226-001-BARNES-F14,12,PS,46.4285714286,0,5,3,1,2,3,0,2
0012-F14,6.1.1.0,226-001-BARNES-F14,12,PS,0.0,1,6,1,1,0,2,2,2
0012-F14,6.1.2.0,226-001-BARNES-F14,12,WE,0.0,0,6,1,1,0,3,2,1
0012-F14,6.1.3.0,226-001-BARNES-F14,12,PS,78.2710280374,0,6,1,0,0,2,0,2
0016-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,2,1,1,0,0,0,1,1
0016-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,1,1,1,1,0,0,1,0
0016-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,1,1,1,0,0,0,1,0
0016-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842,0,1,1,2,0,3,1,0
0016-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0.0,2,2,1,2,0,2,1,3
0016-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,2,2,1,2,0,2,1,1
0016-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.9416187528,0,2,1,2,0,2,1,3
0016-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,3,1,0,0,2,1,2
0016-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0,2,3,1,2,0,3,2,1
0016-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.7543444562,0,3,1,2,0,2,2,2
0016-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0.0,2,4,1,1,0,2,1,2
0016-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,4,1,2,0,2,2,1
0016-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.2354368932,0,4,1,3,0,3,2,2
0016-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0.0,1,5,1,1,0,0,2,2
0016-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0,1,5,1,1,0,0,2,1
0016-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-67.8528708134,0,5,3,0,2,0,2,2
0016-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,6,1,1,0,1,2,2
0016-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0.0,0,6,1,1,0,1,2,1
0016-F14,6.1.3.0,226-001-BARNES-F14,5,PS,67.9112820284,0,6,1,0,0,0,0,0
001e-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,2,1,1,0,0,0,1,1
001e-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0.0,1,1,1,1,0,0,1,1
001e-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,1,1,3,0,0,0,1,0
001e-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.7894736842,0,1,3,2,0,0,1,0
001e-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0.0,2,2,3,2,2,0,1,3
001e-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,2,3,2,2,0,1,1
001e-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-96.5877930119,0,2,3,2,3,3,1,3
001e-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,3,1,0,0,0,1,1
001e-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0.0,2,3,1,2,0,2,2,3
001e-F14,3.1.3.0,226-001-BARNES-F14,2,PS,146.283756221,0,3,1,2,0,2,2,2
001e-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0.0,2,4,1,1,0,0,1,1
001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0.0,2,4,3,2,2,0,2,2
001e-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0.0,0,4,3,3,2,3,2,2
001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,-1.37829403606,2,4,3,2,2,3,2,2
001e-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,5,1,1,0,3,2,2
001e-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,5,3,1,0,3,2,1
001e-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-94.5616883117,0,5,3,0,2,3,2,2
001e-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,6,1,1,0,3,2,2
001e-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,6,1,1,0,3,2,1
001e-F14,6.1.3.0,226-001-BARNES-F14,2,PS,50.1274426508,0,6,3,0,2,2,0,2
0026-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,2,1,1,0,0,0,1,1
0026-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,1,1,3,1,0,3,1,0
0026-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,1,1,3,0,0,3,1,0
0026-F14,1.0.4.0,226-001-BARNES-F14,2,PS,1.97368421053,0,1,0,2,0,3,1,1
0026-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0.0,2,2,1,2,0,0,1,1
0026-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,2,1,2,0,0,1,1
0026-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-48.5283060593,0,2,1,2,0,1,1,0
0026-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,3,1,0,0,0,1,1
0026-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0.0,2,3,1,2,0,1,2,0
0026-F14,3.1.3.0,226-001-BARNES-F14,2,PS,71.0206412662,0,3,1,2,0,0,2,0
0026-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0,2,4,1,1,2,1,1,0
0026-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,4,3,2,2,1,2,1
0026-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0.0,0,4,3,3,3,1,2,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0,0,4,3,1,3,1,1,1
0026-F14,4.-1.4.0,226-001-BARNES-F14,2,PS,0.0,0,4,0,1,3,1,1,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0,0,4,0,1,3,1,1,0
0026-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0.0,0,4,0,1,3,1,1,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0,0,4,0,1,3,1,1,0
0026-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0.0,0,4,0,1,3,1,1,1
0026-F14,4.-1.3.0,226-001-BARNES-F14,3,PS,0.0,0,4,2,1,3,1,1,0
0026-F14,4.-1.3.1,226-001-BARNES-F14,3,PS,0.0,0,4,2,1,1,1,1,1
0026-F14,4.-1.3.0,226-001-BARNES-F14,4,PS,-113.037447989,0,4,2,1,1,1,1,3
0026-F14,5.-1.1.0,226-001-BARNES-F14,5,WE,0.0,1,5,1,2,0,0,1,1
0026-F14,5.-1.2.0,226-001-BARNES-F14,5,PS,0.0,0,5,1,1,0,0,1,3
0026-F14,5.-1.3.0,226-001-BARNES-F14,5,PS,0.0,0,5,1,1,0,3,1,3
0026-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,81.0714285714,0,5,1,1,0,3,0,2
0026-F14,6.-1.1.0,226-001-BARNES-F14,5,PS,0.0,0,6,1,1,0,2,1,2
0026-F14,6.-1.2.0,226-001-BARNES-F14,5,PS,0.0,0,6,1,1,0,3,2,2
0026-F14,6.-1.3.0,226-001-BARNES-F14,5,WE,0.0,0,6,1,1,0,3,1,1
0026-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,0.0,0,6,1,2,0,0,2,1
0026-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,0.0,0,6,1,2,0,0,2,2
0026-F14,6.-1.4.1,226-001-BARNES-F14,5,PS,-25.472972973,0,6,3,1,2,0,2,3
0030-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,2,1,1,0,0,3,1,0
0030-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,1,1,3,1,0,3,1,1
0030-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,1,1,3,0,0,0,1,1
0030-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-65.1315789474,0,1,0,2,2,1,1,0
0030-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0.0,2,2,1,2,0,0,1,1
0030-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,2,2,1,2,0,0,1,1
0030-F14,2.1.3.0,226-001-BARNES-F14,1,PS,41.2660327289,0,2,1,2,0,1,1,0
0030-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0.0,1,3,1,0,0,0,1,1
0030-F14,3.1.2.0,226-001-BARNES-F14,1,PS,0.0,2,3,1,2,0,3,2,1
0030-F14,3.1.3.0,226-001-BARNES-F14,1,PS,48.331565636,0,3,1,2,0,3,2,1
0030-F14,4.1.1.0,226-001-BARNES-F14,1,WE,0.0,2,4,1,1,0,0,1,1
0030-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0.0,2,4,3,2,2,1,2,1
0030-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.2874479889,0,4,3,3,3,1,2,0
0030-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,5,1,1,0,0,2,1
0030-F14,5.1.2.0,226-001-BARNES-F14,2,PS,0.0,1,5,1,1,0,0,2,1
0030-F14,5.1.3.0,226-001-BARNES-F14,2,PS,0.132433356118,0,5,1,0,0,0,2,1
0030-F14,6.-1.1.0,226-001-BARNES-F14,2,PS,0.0,0,6,1,1,0,2,1,1
0030-F14,6.-1.2.0,226-001-BARNES-F14,2,WE,0.0,0,6,1,1,0,3,2,1
0030-F14,6.-1.3.0,226-001-BARNES-F14,2,WE,0.0,0,6,3,1,0,0,1,1
0030-F14,6.-1.4.0,226-001-BARNES-F14,2,PS,-36.9326264063,0,6,3,2,0,3,2,3
0033-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,2,1,3,0,0,0,1,0
0033-F14,1.0.2.0,226-001-BARNES-F14,4,WE,0.0,1,1,3,1,0,0,1,1
0033-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0.0,1,1,3,0,0,0,1,1
0033-F14,1.0.4.0,226-001-BARNES-F14,5,PS,0.0,0,1,3,2,0,0,1,0
0033-F14,1.0.1.0,226-001-BARNES-F14,5,PS,-34.8684210526,2,1,3,0,0,3,1,0
0033-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0.0,2,2,1,2,0,1,1,0
0033-F14,2.1.2.0,226-001-BARNES-F14,5,WE,0.0,2,2,1,2,0,1,1,1
0033-F14,2.1.3.0,226-001-BARNES-F14,5,PS,0.0,0,2,1,2,0,0,1,0
0033-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0.0,2,2,3,2,0,0,1,0
0033-F14,2.-1.1.0,226-001-BARNES-F14,5,PS,0.0,1,2,3,1,0,0,1,1
0033-F14,2.-1.4.0,226-001-BARNES-F14,5,PS,32.9329371817,0,2,3,1,0,0,1,1
0033-F14,3.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,3,1,0,0,0,1,0
0033-F14,3.1.2.0,226-001-BARNES-F14,5,WE,0.0,2,3,3,2,0,0,2,1
0033-F14,3.1.3.0,226-001-BARNES-F14,5,PS,0.0,0,3,3,2,2,0,2,3
